,filename,gender,sampling_rate,dialect,source,mic_type
0,./audio_data/mcgill/MH/MH45_08.wav,male,48000,Canadian English,McGill,stereo mic
1,./audio_data/mcgill/MH/MH45_09.wav,male,48000,Canadian English,McGill,stereo mic
2,./audio_data/mcgill/MH/MH47_08.wav,male,48000,Canadian English,McGill,stereo mic
3,./audio_data/mcgill/MH/MH47_09.wav,male,48000,Canadian English,McGill,stereo mic
4,./audio_data/mcgill/MH/MH44_03.wav,male,48000,Canadian English,McGill,stereo mic
5,./audio_data/mcgill/MH/MH48_03.wav,male,48000,Canadian English,McGill,stereo mic
6,./audio_data/mcgill/MH/MH46_06.wav,male,48000,Canadian English,McGill,stereo mic
7,./audio_data/mcgill/MH/MH46_07.wav,male,48000,Canadian English,McGill,stereo mic
8,./audio_data/mcgill/MH/MH48_02.wav,male,48000,Canadian English,McGill,stereo mic
9,./audio_data/mcgill/MH/MH44_02.wav,male,48000,Canadian English,McGill,stereo mic
10,./audio_data/mcgill/MH/MH43_09.wav,male,48000,Canadian English,McGill,stereo mic
11,./audio_data/mcgill/MH/MH46_05.wav,male,48000,Canadian English,McGill,stereo mic
12,./audio_data/mcgill/MH/MH46_10.wav,male,48000,Canadian English,McGill,stereo mic
13,./audio_data/mcgill/MH/MH46_04.wav,male,48000,Canadian English,McGill,stereo mic
14,./audio_data/mcgill/MH/MH48_01.wav,male,48000,Canadian English,McGill,stereo mic
15,./audio_data/mcgill/MH/MH43_08.wav,male,48000,Canadian English,McGill,stereo mic
16,./audio_data/mcgill/MH/MH44_01.wav,male,48000,Canadian English,McGill,stereo mic
17,./audio_data/mcgill/MH/MH44_05.wav,male,48000,Canadian English,McGill,stereo mic
18,./audio_data/mcgill/MH/MH48_05.wav,male,48000,Canadian English,McGill,stereo mic
19,./audio_data/mcgill/MH/MH48_04.wav,male,48000,Canadian English,McGill,stereo mic
20,./audio_data/mcgill/MH/MH48_10.wav,male,48000,Canadian English,McGill,stereo mic
